id_transacao,data,hora,destinatario,valor,categoria,forma_pagamento
5778,2024-10-25,06:54:30,Hospital Gonçalves,1582.37,saúde,pix
5779,2025-04-16,04:58:33,Perfumaria Iamato,226.48,despesas pessoais,cartão débito
5780,2024-11-10,12:19:35,Plano de Saúde Paffaro,1101.52,saúde,cartão crédito
5781,2025-08-15,15:00:23,Eletricista Gonçalves,819.8,casa,pix
5782,2025-09-26,08:58:06,Cinema Paffaro,53.54,lazer,cartão débito
5783,2024-11-28,23:00:48,Salão de Beleza Gonçalves,274.72,despesas pessoais,cartão débito
5784,2024-10-21,19:35:55,Serviços Gerais Akimi,336.17,outros,boleto
5785,2024-12-24,06:33:43,Sorveteria Paffaro,19.08,alimentação,cartão débito
5786,2025-09-16,11:57:31,Loja de Departamentos Iamato,379.91,outros,pix
5787,2024-12-15,12:33:41,Material de Construção Paffaro,78.64,casa,cartão débito
5788,2025-01-15,00:20:33,Doação Akimi,261.7,outros,cartão débito
5789,2024-12-28,01:06:06,Farmácia Gonçalves,44.96,saúde,cartão crédito
5790,2025-06-22,04:10:25,Oficina Mecânica Gonçalves,1693.24,transporte,pix
5791,2025-06-12,10:41:38,Lanchonete Iamato,51.4,alimentação,boleto
5792,2025-01-24,03:38:30,Hospital Iamato,997.04,saúde,pix
5793,2025-07-01,03:52:05,Doceria Gonçalves,50.4,alimentação,boleto
5794,2025-03-06,17:06:05,Curso de Idiomas Paffaro,628.33,educação,cartão débito
5795,2025-05-14,22:29:29,Pedágio Gonçalves,9.68,transporte,pix
5796,2025-10-04,12:42:28,Curso de Idiomas Gonçalves,528.5,educação,cartão débito
5797,2025-02-24,02:02:07,Provedor de Internet Akimi,162.36,comunicação,cartão crédito
5798,2025-08-04,23:29:10,Curso Online Iamato,630.0,educação,pix
5799,2025-07-28,17:21:42,Curso de Idiomas Akimi,351.12,educação,cartão débito
5800,2025-01-29,01:01:45,Açougue Paffaro,79.5,alimentação,boleto
5801,2025-01-25,16:55:00,Aluguel Paffaro,2479.29,casa,cartão crédito
5802,2024-11-05,08:39:45,Loja de Móveis Akimi,3065.89,casa,boleto
5803,2025-09-24,08:02:57,Empresa de Ônibus Gonçalves,40.95,transporte,cartão débito
5804,2025-03-01,06:06:16,Padaria Akimi,67.42,alimentação,boleto
5805,2025-06-05,01:40:48,Conta de Luz Akimi,212.59,casa,boleto
5806,2025-05-07,23:08:03,Loja de Móveis Akimi,4856.21,casa,boleto
5807,2025-09-17,09:27:08,Plano de Saúde Iamato,428.29,saúde,boleto
5808,2024-10-19,16:41:05,Recarga de Celular Akimi,95.63,comunicação,boleto
5809,2024-12-17,00:41:56,Loja de Calçados Paffaro,243.04,despesas pessoais,cartão débito
5810,2024-11-21,03:13:34,Mercado Gonçalves,343.37,alimentação,boleto
5811,2025-02-08,16:09:00,Loja de Móveis Akimi,2199.88,casa,boleto
5812,2025-05-31,00:49:30,Loja de Decoração Paffaro,668.41,casa,cartão débito
5813,2025-02-16,20:23:58,Serviços Gerais Iamato,444.66,outros,boleto
5814,2025-08-13,04:59:58,Livraria Akimi,122.73,despesas pessoais,cartão débito
5815,2024-12-25,11:48:13,Agência de Viagens Paffaro,4005.95,lazer,cartão débito
5816,2025-08-05,17:00:49,Papelaria Akimi,127.79,educação,cartão débito
5817,2025-02-04,18:33:40,Padaria Gonçalves,16.56,alimentação,cartão débito
5818,2024-11-08,17:16:37,Eletricista Paffaro,516.34,casa,boleto
5819,2025-10-16,16:53:38,Faculdade Iamato,4090.32,educação,pix
5820,2025-02-13,09:53:10,Aluguel Akimi,2265.96,casa,pix
5821,2025-03-05,08:45:19,Hospital Gonçalves,1142.24,saúde,cartão débito
5822,2025-09-10,14:08:32,Faculdade Iamato,1194.36,educação,pix
5823,2025-03-02,14:10:39,Loja de Calçados Paffaro,421.7,despesas pessoais,cartão débito
5824,2025-04-23,16:23:40,Show Paffaro,212.15,lazer,cartão crédito
5825,2025-08-24,19:06:14,Conta de Luz Paffaro,339.6,casa,boleto
5826,2024-11-23,01:49:16,Teatro Paffaro,138.96,lazer,cartão crédito
5827,2025-06-30,06:47:59,Recarga de Celular Iamato,72.81,comunicação,cartão débito
5828,2025-01-02,06:10:57,Farmácia Iamato,108.51,saúde,cartão débito
5829,2025-07-01,04:37:28,Serviços Gerais Iamato,751.25,outros,pix
5830,2024-11-13,16:46:42,Livraria Paffaro,299.98,despesas pessoais,boleto
5831,2025-08-13,11:18:55,App de Transporte Gonçalves,10.06,transporte,cartão crédito
5832,2025-03-23,19:39:51,Salão de Beleza Iamato,153.87,despesas pessoais,cartão crédito
5833,2025-07-17,11:17:11,Streaming Paffaro,27.33,lazer,pix
5834,2025-10-04,06:56:24,Curso Online Paffaro,689.93,educação,cartão débito
5835,2024-11-26,22:54:11,Companhia Telefônica Paffaro,180.18,comunicação,cartão crédito
5836,2025-06-11,22:11:02,Loja de Departamentos Iamato,418.62,outros,cartão crédito
5837,2025-05-07,09:30:54,Show Iamato,207.02,lazer,pix
5838,2025-08-24,04:51:10,Perfumaria Iamato,127.31,despesas pessoais,cartão crédito
5839,2025-03-14,14:05:22,Supermercado Iamato,928.82,alimentação,cartão crédito
5840,2025-07-01,20:58:53,Provedor de Internet Akimi,203.67,comunicação,cartão crédito
5841,2024-12-19,13:01:18,Loja de Jogos Gonçalves,454.37,lazer,cartão débito
5842,2024-12-27,00:43:17,Pet Shop Iamato,109.72,despesas pessoais,cartão débito
5843,2024-11-16,08:32:50,Açougue Paffaro,109.86,alimentação,cartão crédito
5844,2025-05-27,14:53:19,Recarga de Celular Gonçalves,52.96,comunicação,boleto
5845,2025-07-08,01:42:11,Restaurante Gonçalves,202.82,alimentação,pix
5846,2025-03-14,13:55:51,Faculdade Gonçalves,2679.37,educação,cartão débito
5847,2025-05-14,23:55:55,Metrô Paffaro,27.72,transporte,cartão débito
5848,2024-11-10,00:13:26,Estacionamento Iamato,106.76,transporte,cartão crédito
5849,2025-06-08,12:34:01,Farmácia Gonçalves,73.02,saúde,cartão débito
5850,2025-06-29,11:09:18,Serviços Postais Gonçalves,17.39,comunicação,pix
5851,2025-03-08,04:35:32,Metrô Iamato,35.73,transporte,cartão crédito
5852,2025-06-16,02:08:05,Agência de Viagens Iamato,4176.88,lazer,cartão débito
5853,2025-09-14,19:13:35,Escola Iamato,1980.88,educação,cartão débito
5854,2025-09-28,19:41:29,Clínica Odontológica Paffaro,1429.03,saúde,boleto
5855,2025-07-02,16:41:18,Material de Construção Paffaro,3651.66,casa,cartão débito
5856,2024-12-30,21:56:12,Eletricista Akimi,115.24,casa,cartão débito
5857,2025-02-17,04:19:34,Farmácia Paffaro,238.82,saúde,boleto
5858,2025-09-22,21:20:39,Loja de Móveis Akimi,678.01,casa,boleto
5859,2025-07-16,03:26:46,Streaming Gonçalves,33.94,lazer,cartão débito
5860,2024-12-23,19:27:48,Loja de Roupas Akimi,795.37,despesas pessoais,pix
5861,2024-12-17,16:27:42,Conta de Luz Akimi,133.76,casa,cartão crédito
5862,2025-03-30,07:41:26,Provedor de Internet Iamato,83.61,comunicação,cartão débito
5863,2025-10-17,07:30:51,Clínica Odontológica Gonçalves,631.76,saúde,boleto
5864,2025-08-24,15:51:07,Posto de Gasolina Iamato,78.54,transporte,cartão crédito
5865,2025-10-16,22:55:29,Recarga de Celular Akimi,33.66,comunicação,cartão débito
5866,2024-12-23,13:58:19,Impostos Gonçalves,751.43,outros,cartão débito
5867,2025-08-10,18:22:30,Pet Shop Iamato,187.99,despesas pessoais,boleto
5868,2025-05-21,14:05:40,Companhia Telefônica Paffaro,177.16,comunicação,pix
5869,2025-06-06,09:01:33,Clínica Odontológica Iamato,254.43,saúde,cartão crédito
5870,2025-03-07,18:15:20,Serviços Postais Akimi,25.27,comunicação,cartão crédito
5871,2025-06-28,18:06:10,Companhia Telefônica Paffaro,106.74,comunicação,boleto
5872,2025-01-28,13:41:13,Curso Online Akimi,726.03,educação,cartão débito
5873,2025-06-25,04:42:07,Doação Akimi,42.18,outros,cartão débito
5874,2025-01-25,17:29:01,Streaming Paffaro,47.17,lazer,boleto
5875,2025-02-23,19:52:41,Academia Paffaro,213.46,despesas pessoais,boleto
5876,2025-04-26,09:14:51,Perfumaria Paffaro,356.07,despesas pessoais,boleto
5877,2025-05-28,13:02:21,Escola Paffaro,2460.95,educação,boleto
5878,2025-09-12,08:14:06,Aluguel Gonçalves,3716.36,casa,boleto
5879,2024-12-22,07:37:02,Recarga de Celular Akimi,67.97,comunicação,cartão crédito
5880,2024-11-16,05:21:36,Teatro Akimi,215.99,lazer,cartão débito
5881,2025-05-16,17:58:23,Farmácia Iamato,15.48,saúde,pix
5882,2024-10-19,10:54:21,Livraria Gonçalves,242.27,educação,cartão crédito
5883,2025-02-06,18:53:57,Papelaria Paffaro,90.29,educação,boleto
5884,2025-03-02,00:21:40,App de Transporte Iamato,58.98,transporte,cartão crédito
5885,2024-11-11,16:28:12,Restaurante Akimi,201.3,alimentação,boleto
5886,2025-05-30,04:17:21,Serviços Postais Paffaro,8.25,comunicação,boleto
5887,2025-04-12,23:33:28,Loja de Departamentos Iamato,251.27,outros,cartão débito
5888,2025-07-16,00:06:01,Loja de Calçados Gonçalves,215.58,despesas pessoais,cartão débito
5889,2025-08-10,07:54:58,Salão de Beleza Paffaro,156.77,despesas pessoais,cartão crédito
5890,2025-07-05,17:23:56,Padaria Akimi,8.35,alimentação,cartão crédito
5891,2025-09-24,21:31:42,App de Transporte Akimi,59.88,transporte,boleto
5892,2025-06-23,23:57:22,Barbearia Iamato,90.95,despesas pessoais,cartão crédito
5893,2025-01-27,01:58:58,App de Transporte Paffaro,38.95,transporte,cartão crédito
5894,2025-06-19,02:21:36,Loja de Utilidades Akimi,127.51,casa,cartão crédito
5895,2024-12-04,08:03:31,Impostos Paffaro,1443.82,outros,cartão débito
5896,2024-12-17,16:33:56,Eletricista Gonçalves,531.34,casa,cartão crédito
5897,2025-07-09,05:14:22,Loja de Calçados Iamato,244.1,despesas pessoais,cartão débito
5898,2025-01-13,18:01:47,Consultório Médico Iamato,438.38,saúde,pix
5899,2025-05-04,03:20:42,Hospital Paffaro,826.06,saúde,boleto
5900,2025-03-26,08:33:31,Perfumaria Gonçalves,317.81,despesas pessoais,boleto
5901,2025-02-04,06:21:16,Supermercado Gonçalves,366.79,alimentação,cartão crédito
5902,2025-09-25,18:23:25,Escola Akimi,2638.67,educação,cartão débito
5903,2025-02-08,15:05:53,Aluguel Gonçalves,3598.65,casa,cartão débito
5904,2025-09-05,03:03:26,Loja de Departamentos Gonçalves,103.66,outros,cartão débito
5905,2025-02-24,03:14:03,App de Transporte Paffaro,52.02,transporte,pix
5906,2025-08-24,21:26:52,Consultório Médico Gonçalves,516.88,saúde,cartão débito
5907,2025-04-19,17:39:10,Supermercado Akimi,637.87,alimentação,cartão crédito
5908,2024-12-20,20:59:26,Bar Paffaro,93.1,lazer,cartão débito
5909,2025-01-29,11:16:39,Recarga de Celular Paffaro,46.48,comunicação,boleto
5910,2025-05-05,03:39:05,Perfumaria Paffaro,254.42,despesas pessoais,cartão débito
5911,2025-07-19,15:30:48,Loja de Calçados Akimi,583.64,despesas pessoais,cartão crédito
5912,2025-03-09,22:17:34,Barbearia Akimi,82.61,despesas pessoais,pix
5913,2024-10-20,08:16:41,Pedágio Gonçalves,68.03,transporte,cartão débito
5914,2024-12-02,23:09:57,Metrô Gonçalves,23.25,transporte,boleto
5915,2024-10-26,08:44:01,Streaming Iamato,37.23,lazer,pix
5916,2024-11-19,23:28:01,Estacionamento Akimi,109.75,transporte,cartão débito
5917,2025-04-08,01:58:02,Loja de Calçados Akimi,468.89,despesas pessoais,cartão débito
5918,2024-12-11,00:10:22,Curso de Idiomas Paffaro,219.77,educação,pix
5919,2025-02-06,01:37:13,Doação Paffaro,221.65,outros,cartão débito
5920,2024-11-03,22:51:27,Conta de Água Gonçalves,245.67,casa,boleto
5921,2025-06-11,13:23:02,Loja de Calçados Akimi,379.77,despesas pessoais,cartão débito
5922,2025-01-03,18:45:05,Sorveteria Akimi,35.4,alimentação,boleto
5923,2025-04-21,06:33:39,Parque Gonçalves,32.12,lazer,cartão débito
5924,2025-07-13,19:18:11,Posto de Gasolina Gonçalves,181.05,transporte,cartão crédito
5925,2025-04-08,16:49:41,Laboratório Gonçalves,534.18,saúde,pix
5926,2025-09-29,09:27:59,Consultoria Iamato,1617.72,outros,cartão débito
5927,2025-10-01,08:10:13,Doceria Akimi,32.56,alimentação,pix
5928,2025-06-01,16:11:35,Sorveteria Akimi,15.1,alimentação,pix
5929,2025-06-10,19:07:22,Livraria Gonçalves,160.12,despesas pessoais,cartão débito
5930,2024-12-17,11:38:26,Loja de Decoração Iamato,663.97,casa,boleto
5931,2025-05-01,10:22:54,Serviços Postais Gonçalves,26.35,comunicação,cartão crédito
5932,2025-06-15,06:08:28,Perfumaria Paffaro,127.54,despesas pessoais,boleto
5933,2025-06-15,05:15:18,Doação Iamato,409.47,outros,cartão crédito
5934,2025-01-01,04:48:23,Loja de Móveis Gonçalves,4266.75,casa,boleto
5935,2025-01-17,06:47:12,Faculdade Iamato,1301.62,educação,cartão débito
5936,2025-03-09,02:06:43,Loja de Roupas Gonçalves,98.59,despesas pessoais,boleto
5937,2025-07-12,15:15:14,Estacionamento Gonçalves,77.51,transporte,cartão débito
5938,2025-04-05,18:37:12,Sorveteria Paffaro,12.53,alimentação,boleto
5939,2025-05-18,15:52:20,Plano de Saúde Gonçalves,1289.67,saúde,cartão crédito
5940,2025-02-05,10:25:32,Clínica Odontológica Paffaro,799.5,saúde,pix
5941,2025-02-12,21:36:09,Aluguel Akimi,829.18,casa,boleto
5942,2025-03-27,16:29:27,Aluguel Gonçalves,2098.76,casa,cartão débito
5943,2024-12-15,20:00:17,Estacionamento Gonçalves,134.78,transporte,pix
5944,2025-08-04,06:38:33,Loja de Roupas Paffaro,487.61,despesas pessoais,boleto
5945,2025-04-10,03:56:27,Consultório Médico Iamato,552.21,saúde,cartão débito
5946,2025-09-26,02:43:38,Consultório Médico Paffaro,365.41,saúde,cartão débito
5947,2024-11-07,02:19:35,Escola Akimi,2631.24,educação,cartão débito
5948,2025-09-11,04:19:01,Escola Paffaro,1090.37,educação,cartão crédito
5949,2025-03-10,08:23:34,Recarga de Celular Iamato,84.87,comunicação,pix
5950,2025-03-05,03:02:14,Curso de Idiomas Gonçalves,410.14,educação,cartão crédito
5951,2025-07-25,07:03:57,Streaming Gonçalves,31.36,lazer,boleto
5952,2025-08-05,08:40:00,Consultório Médico Gonçalves,270.28,saúde,boleto
5953,2025-04-10,01:02:04,Conta de Luz Paffaro,411.04,casa,boleto
5954,2025-09-11,18:07:34,Loja de Móveis Iamato,1303.5,casa,cartão débito
5955,2025-07-16,15:18:23,Streaming Gonçalves,38.0,lazer,pix
5956,2025-04-03,20:04:57,Empresa de Ônibus Gonçalves,18.97,transporte,cartão débito
5957,2025-06-09,00:00:01,Livraria Akimi,64.97,despesas pessoais,boleto
5958,2024-11-10,16:55:44,Loja de Peças Gonçalves,971.43,transporte,pix
5959,2025-09-19,14:40:01,Teatro Iamato,218.38,lazer,cartão débito
5960,2025-07-12,10:22:08,Posto de Gasolina Iamato,148.64,transporte,boleto
5961,2025-09-12,08:52:20,Laboratório Akimi,401.66,saúde,boleto
5962,2025-06-22,01:00:17,Hortifruti Akimi,58.98,alimentação,boleto
5963,2025-10-10,17:02:59,Streaming Paffaro,52.06,lazer,cartão débito
5964,2025-08-25,16:22:36,Provedor de Internet Gonçalves,194.15,comunicação,pix
5965,2025-02-13,11:20:21,Companhia Telefônica Paffaro,249.76,comunicação,boleto
5966,2025-09-26,04:28:19,Livraria Iamato,312.15,educação,pix
5967,2025-09-06,00:46:34,Show Gonçalves,423.07,lazer,boleto
5968,2025-09-11,14:17:11,Loja de Departamentos Paffaro,499.14,outros,pix
5969,2025-05-03,19:13:29,Companhia Telefônica Gonçalves,85.5,comunicação,cartão débito
5970,2024-12-10,05:00:33,Recarga de Celular Gonçalves,70.22,comunicação,cartão crédito
5971,2025-07-20,16:51:56,Curso de Idiomas Akimi,684.46,educação,cartão crédito
5972,2025-01-21,07:47:20,Doação Iamato,487.18,outros,cartão crédito
5973,2025-07-11,09:39:10,Pedágio Paffaro,77.6,transporte,pix
5974,2025-04-02,23:25:37,Material de Construção Akimi,668.55,casa,boleto
5975,2025-02-24,19:54:34,Perfumaria Akimi,160.07,despesas pessoais,pix
5976,2025-03-19,06:06:52,Supermercado Paffaro,1046.03,alimentação,cartão crédito
5977,2025-07-26,00:48:14,Provedor de Internet Iamato,240.67,comunicação,pix
5978,2025-09-17,05:49:48,Açougue Gonçalves,105.7,alimentação,cartão débito
5979,2025-07-11,20:37:45,Curso Online Iamato,80.86,educação,cartão débito
5980,2024-12-15,00:21:38,Faculdade Iamato,2166.56,educação,cartão débito
5981,2025-05-15,06:49:30,Agência de Viagens Iamato,718.5,lazer,pix
5982,2025-02-03,02:50:15,Material de Construção Iamato,3029.73,casa,pix
5983,2025-01-11,12:05:01,Clínica Odontológica Iamato,905.28,saúde,boleto
5984,2025-08-15,18:46:59,Supermercado Akimi,1067.52,alimentação,pix
5985,2025-05-06,21:37:30,Livraria Paffaro,233.38,despesas pessoais,cartão débito
5986,2024-12-19,10:57:33,Show Gonçalves,680.32,lazer,boleto
5987,2024-11-16,08:18:51,Loja de Móveis Paffaro,264.18,casa,cartão crédito
5988,2025-01-29,06:08:16,Pet Shop Paffaro,48.07,despesas pessoais,pix
5989,2025-02-01,08:00:36,Provedor de Internet Akimi,145.97,comunicação,boleto
5990,2025-06-14,00:03:56,Empresa de Ônibus Gonçalves,76.88,transporte,pix
5991,2025-07-24,19:44:51,Consultoria Iamato,584.58,outros,cartão crédito
5992,2024-11-20,18:38:37,Livraria Akimi,161.5,educação,cartão débito
5993,2025-05-09,01:53:52,Companhia Telefônica Akimi,216.32,comunicação,pix
5994,2024-12-10,04:49:27,Livraria Gonçalves,89.56,educação,boleto
5995,2025-04-17,22:03:24,Oficina Mecânica Iamato,1976.0,transporte,pix
5996,2025-07-23,23:50:42,Curso de Idiomas Iamato,378.32,educação,pix
5997,2025-08-14,19:14:19,Material de Construção Akimi,520.19,casa,boleto
5998,2025-09-20,05:07:15,Recarga de Celular Paffaro,85.79,comunicação,cartão crédito
5999,2025-05-02,12:41:07,Metrô Akimi,42.9,transporte,pix
6000,2024-10-25,08:44:41,Provedor de Internet Akimi,142.29,comunicação,cartão débito
6001,2025-02-14,03:22:49,Serviços Postais Paffaro,37.88,comunicação,pix
6002,2025-08-27,14:18:30,Show Paffaro,670.96,lazer,cartão crédito
6003,2025-01-29,03:46:41,Livraria Iamato,179.7,educação,boleto
6004,2024-11-12,21:20:54,Agência de Viagens Iamato,2272.76,lazer,pix
6005,2025-01-27,09:54:06,Doação Gonçalves,430.36,outros,cartão crédito
6006,2025-05-12,00:13:59,Loja de Departamentos Gonçalves,250.76,outros,boleto
6007,2025-08-31,13:02:31,Loja de Móveis Iamato,3167.52,casa,pix
6008,2024-12-14,08:19:49,Consultoria Gonçalves,496.68,outros,cartão crédito
6009,2025-01-28,06:34:48,Parque Akimi,74.44,lazer,cartão débito
6010,2025-08-08,23:41:32,Loja de Peças Iamato,683.94,transporte,cartão débito
6011,2025-04-02,08:02:20,Cinema Gonçalves,95.09,lazer,pix
6012,2025-03-19,08:47:29,Conta de Luz Gonçalves,107.81,casa,cartão crédito
6013,2025-05-21,14:26:21,Loja de Roupas Iamato,764.85,despesas pessoais,cartão débito
6014,2025-09-18,10:21:59,Teatro Paffaro,192.35,lazer,pix
6015,2025-10-03,02:40:30,Loja de Móveis Akimi,3183.25,casa,pix
6016,2025-01-26,13:32:47,Serviços Postais Akimi,46.58,comunicação,cartão débito
6017,2025-08-14,23:00:01,Loja de Departamentos Iamato,216.07,outros,cartão crédito
6018,2024-12-28,12:11:58,Cinema Iamato,86.3,lazer,cartão crédito
6019,2025-02-15,17:08:48,Farmácia Gonçalves,107.72,saúde,cartão débito
6020,2024-12-24,20:54:57,Recarga de Celular Paffaro,30.1,comunicação,boleto
6021,2024-11-24,07:49:19,Doceria Gonçalves,51.35,alimentação,boleto
6022,2025-02-07,06:50:23,Impostos Akimi,1283.27,outros,pix
6023,2025-05-21,11:39:36,Curso Online Gonçalves,416.14,educação,pix
6024,2025-05-28,20:52:36,Loja de Calçados Iamato,399.41,despesas pessoais,cartão crédito
6025,2024-12-01,01:36:46,Loja de Calçados Iamato,137.66,despesas pessoais,cartão crédito
6026,2024-12-30,04:40:20,Hortifruti Paffaro,62.45,alimentação,cartão crédito
6027,2025-03-12,13:24:49,Doação Paffaro,341.9,outros,cartão débito
6028,2025-04-09,09:21:03,Serviços Gerais Gonçalves,653.72,outros,cartão débito
6029,2025-05-14,17:54:19,Companhia Telefônica Akimi,245.9,comunicação,pix
6030,2025-04-02,06:48:16,Aluguel Akimi,3438.4,casa,cartão débito
6031,2025-04-08,02:51:24,Laboratório Akimi,478.49,saúde,pix
6032,2025-08-31,19:51:01,Companhia Telefônica Iamato,204.75,comunicação,boleto
6033,2025-02-17,16:46:55,Loja de Jogos Iamato,320.4,lazer,cartão crédito
6034,2025-01-12,00:37:54,Impostos Iamato,462.52,outros,cartão crédito
6035,2025-06-24,17:01:45,Aluguel Akimi,1306.23,casa,cartão crédito
6036,2024-12-20,05:06:58,Curso de Idiomas Iamato,502.27,educação,boleto
6037,2024-12-29,21:32:25,Provedor de Internet Gonçalves,145.86,comunicação,cartão débito
6038,2025-05-09,04:51:54,Loja de Decoração Akimi,489.65,casa,boleto
6039,2025-08-07,22:20:09,Consultoria Iamato,903.87,outros,cartão débito
6040,2024-11-14,11:43:36,Consultoria Paffaro,1246.53,outros,pix
6041,2025-07-16,22:50:46,Conta de Água Iamato,299.52,casa,pix
